specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
1322,MCZ,mcz,,mamm,46414,46414,Pan,pan,troglodytes,troglodytes
1323,MCZ,mcz,,mamm,37260,37260,Pan,pan,troglodytes,troglodytes
1324,MCZ,mcz,,mamm,26849,26849,Pan,pan,troglodytes,troglodytes
1325,MCZ,mcz,,mamm,26847,26847,Pan,pan,troglodytes,troglodytes
1326,MCZ,mcz,,mamm,23167,23167,Pan,pan,troglodytes,troglodytes
1327,MCZ,mcz,,mamm,15312,15312,Pan,pan,troglodytes,troglodytes
1329,MCZ,mcz,BOM,mamm,6244,6244,Pan,mungos,troglodytes,mungo
1330,MCZ,mcz,,mamm,17702,17702,Pan,pan,troglodytes,troglodytes
1331,MCZ,mcz,,mamm,38020,38020,Pan,pan,paniscus,paniscus
1332,MCZ,mcz,,mamm,38019,38019,Pan,pan,paniscus,paniscus
1333,MCZ,mcz,,mamm,38018,38018,Pan,pan,paniscus,paniscus
1334,MCZ,mcz,,mamm,41440,41440,Hylobates,hylobates,lar,lar
1335,MCZ,mcz,,mamm,18740,18740,Varecia,varecia,variegata,variegata
1336,MCZ,mcz,,mamm,37387,37387,Trachypithecus,presbytis,cristata,cristata
1337,MCZ,mcz,,mamm,35718,35718,Trachypithecus,presbytis,cristata,cristata
1338,MCZ,mcz,,mamm,35696,35696,Trachypithecus,presbytis,cristata,cristata
1339,MCZ,mcz,,mamm,35683,35683,Trachypithecus,presbytis,cristata,cristata
1340,MCZ,mcz,,mamm,35682,35682,Trachypithecus,presbytis,cristata,cristata
1341,MCZ,mcz,,mamm,35678,35678,Trachypithecus,presbytis,cristata,cristata
1342,MCZ,mcz,,mamm,35663,35663,Trachypithecus,presbytis,cristata,cristata
1343,MCZ,mcz,,mamm,35640,35640,Trachypithecus,presbytis,cristata,cristata
1344,MCZ,mcz,,mamm,35645,35645,Trachypithecus,presbytis,cristata,cristata
1345,MCZ,mcz,,mamm,35636,35636,Trachypithecus,presbytis,cristata,cristata
1346,MCZ,mcz,,mamm,35610,35610,Trachypithecus,presbytis,cristata,cristata
1347,MCZ,mcz,,mamm,35615,35615,Trachypithecus,presbytis,cristata,cristata
1348,MCZ,mcz,,mamm,35605,35605,Trachypithecus,presbytis,cristata,cristata
1349,MCZ,mcz,,mamm,35604,35604,Trachypithecus,presbytis,cristata,cristata
1350,MCZ,mcz,,mamm,35603,35603,Trachypithecus,presbytis,cristata,cristata
1351,MCZ,mcz,,mamm,35597,35597,Trachypithecus,presbytis,cristata,cristata
1352,MCZ,mcz,,mamm,35586,35586,Trachypithecus,presbytis,cristata,cristata
1353,MCZ,mcz,,mamm,35584,35584,Trachypithecus,presbytis,cristata,cristata
1354,MCZ,mcz,,mamm,12729,12729,Trachypithecus,presbytis,cristata,cristata
1355,MCZ,mcz,,mamm,35567,35567,Trachypithecus,presbytis,cristata,cristata
1356,MCZ,mcz,,mamm,23986,23986,Theropithecus,theropithecus,gelada,gelada
1357,MCZ,mcz,,mamm,6377,6377,Theropithecus,theropithecus,gelada,gelada
1358,MCZ,mcz,,mamm,36032,36032,Symphalangus,symphalangus,syndactylus,syndactylus
1359,MCZ,mcz,,mamm,36031,36031,Symphalangus,symphalangus,syndactylus,syndactylus
1360,MCZ,mcz,,mamm,43484,43484,Saimiri,saimiri,sciureus,sciureus
1361,MCZ,mcz,,mamm,30572,30572,Saimiri,saimiri,sciureus,sciureus
1362,MCZ,mcz,,mamm,30569,30569,Saimiri,saimiri,sciureus,sciureus
1364,USNM,usnm,V,paleobiology,442235,pal442235,Ignacius,phenacolemur,graybullianus,sp
1370,MCZ,mcz,,mamm,30568,30568,Saimiri,saimiri,sciureus,sciureus
1371,MCZ,mcz,,mamm,29488,29488,Saimiri,saimiri,oerstedii,oerstedii
1372,MCZ,mcz,,mamm,27197,27197,Saimiri,saimiri,sciureus,sciureus
1373,MCZ,mcz,,mamm,20187,20187,Saimiri,saimiri,sciureus,sciureus
1374,MCZ,mcz,,mamm,10134,10134,Saimiri,saimiri,oerstedii,oerstedii
1375,MCZ,mcz,,mamm,10133,10133,Saimiri,saimiri,oerstedii,oerstedii
1376,MCZ,mcz,,mamm,10132,10132,Saimiri,saimiri,oerstedii,oerstedii
1377,MCZ,mcz,,mamm,10131,10131,Saimiri,saimiri,oerstedii,oerstedii
1378,MCZ,mcz,,mamm,52558,52558,Saguinus,sakinus,sp.,
1379,MCZ,mcz,,mamm,52614,52614,Saguinus,sakinus,sp.,
1380,MCZ,mcz,,mamm,52615,52615,Saguinus,sakinus,sp.,
1381,MCZ,mcz,,mamm,52557,52557,Saguinus,sakinus,sp.,
1382,MCZ,mcz,,mamm,41568,41568,Saguinus,sakinus,sp.,
1383,MCZ,mcz,,mamm,41567,41567,Saguinus,sakinus,sp.,
1384,MCZ,mcz,,mamm,30601,30601,Saguinus,saguinus,sp.,midas
1385,MCZ,mcz,,mamm,30597,30597,Saguinus,saguinus,sp.,midas
1386,MCZ,mcz,,mamm,27332,27332,Saguinus,sakinus,sp.,
1387,MCZ,mcz,,mamm,27331,27331,Saguinus,sakinus,sp.,
1388,MCZ,mcz,,mamm,15324,15324,Saguinus,leontocebus,sp.,fuscicollis
1389,MCZ,mcz,,mamm,44855,44855,Propithecus,propithecus,diadema,diadema
1390,MCZ,mcz,,mamm,16390,16390,Propithecus,propithecus,diadema,diadema
1391,MCZ,mcz,,mamm,8042,8042,Propithecus,propithecus,diadema,diadema
1392,MCZ,mcz,BOM,mamm,5016,5016,Propithecus,sciurus,diadema,aberti
1393,USNM,usnm,,paleobiology,488072,pal488072,Ptilocercus,makaira,lowii,nigricans
1401,UCMP,ucmp,,v,197485,197485,Purgatorius,,sp.,
1402,UCMP,ucmp,,v,197486,197486,Purgatorius,,sp.,
1404,UCMP,ucmp,,v,197489,197489,Purgatorius,,sp.,
1405,UCMP,ucmp,,v,197507,197507,Purgatorius,purgatorius,sp.,
1408,UCMP,ucmp,,v,197509,197509,Purgatorius,,sp.,
1410,UCMP,ucmp,,v,197511,197511,Purgatorius,,sp.,
1412,UCMP,ucmp,,v,197513,197513,Purgatorius,,sp.,
1413,UCMP,ucmp,,v,153013,153013,Purgatorius,,sp.,
1415,MCZ,mcz,,mamm,37777,37777,Presbytis,presbytis,rubicunda,rubicunda
1416,MCZ,mcz,,mamm,37776,37776,Presbytis,presbytis,rubicunda,rubicunda
1417,MCZ,mcz,,mamm,37666,37666,Presbytis,presbytis,rubicunda,rubicunda
1418,MCZ,mcz,,mamm,35705,35705,Presbytis,presbytis,rubicunda,rubicunda
1419,MCZ,mcz,,mamm,35704,35704,Presbytis,presbytis,rubicunda,rubicunda
1420,MCZ,mcz,,mamm,36820,36820,Presbytis,presbytis,rubicunda,rubicunda
1421,MCZ,mcz,,mamm,35712,35712,Presbytis,presbytis,rubicunda,rubicunda
1422,MCZ,mcz,,mamm,35706,35706,Presbytis,presbytis,rubicunda,rubicunda
1423,MCZ,mcz,,mamm,22276,22276,Presbytis,presbytis,rubicunda,rubicunda
1427,UCMP,ucmp,,v,177255,177255,Purgatorius,,sp.,
1429,UCMP,ucmp,,v,197482,197482,Purgatorius,,sp.,
1430,UCMP,ucmp,,v,197487,197487,Purgatorius,,sp.,
1431,UCMP,ucmp,,v,197508,197508,Purgatorius,,sp.,
1432,UCMP,ucmp,,v,197515,197515,Purgatorius,,sp.,
1433,UCMP,ucmp,,v,197516,197516,Purgatorius,,sp.,
1435,UCMP,ucmp,,v,197517,197517,Purgatorius,purgatorius,sp.,
1438,AMNH,amnh,M,mammals,52682,m-52682,Perodicticus,perodicticus,potto,potto
1439,AMNH,amnh,M,mammals,52704,m-52704,Perodicticus,perodicticus,potto,potto
1440,AMNH,amnh,M,mammals,52717,m-52717,Perodicticus,perodicticus,potto,potto
1441,AMNH,amnh,M,mammals,86503,m-86503,Galago,galago,moholi,senegalensis
1442,AMNH,amnh,M,mammals,86504,m-86504,Galago,galago,moholi,senegalensis
1443,AMNH,amnh,M,mammals,95127,m-95127,Callithrix,callithrix,sp.,
1444,AMNH,amnh,M,mammals,100528,m-100528,Eulemur,lemur,fulvus,lecomystax
1445,AMNH,amnh,M,mammals,106010,m-106010,Tarsius,tarsius,bancanus,banacanus
1446,AMNH,amnh,M,mammals,170719,m-170719,Eulemur,lemur,fulvus,lecomystax
1447,AMNH,amnh,M,mammals,170720,m-170720,Eulemur,lemur,fulvus,lecomystax
1448,AMNH,amnh,M,mammals,185629,m-185629,Microcebus,microcebus,griseorufus,murinus
1449,AMNH,amnh,M,mammals,188150,m-188150,Lagothrix,lagothrix,lagotricha,lagothricha
1450,MCZ,mcz,,mamm,37773,37773,Presbytis,presbytis,hosei,hosei
1451,MCZ,mcz,,mamm,37772,37772,Presbytis,presbytis,hosei,hosei
1452,MCZ,mcz,,mamm,37372,37372,Presbytis,presbytis,hosei,hosei
1453,MCZ,mcz,,mamm,37371,37371,Presbytis,presbytis,hosei,hosei
1454,MCZ,mcz,,mamm,37370,37370,Presbytis,presbytis,hosei,hosei
1455,MCZ,mcz,,mamm,35621,35621,Presbytis,presbytis,hosei,hosei
1456,MCZ,mcz,,mamm,50958,50958,Pongo,pongo,pygmaeus,pygmaeus
1458,MCZ,mcz,,mamm,37518,37518,Pongo,pongo,pygmaeus,pygmaeus
1459,MCZ,mcz,,mamm,35719,35719,Pongo,atherurus,pygmaeus,macrourus
1460,AMNH,amnh,M,mammals,208990,m-208990,Propithecus,propithecus,verreauxi,verreauxi
1461,AMNH,amnh,M,mammals,209917,m-209917,Alouatta,alouatta,caraya,caraya
1462,AMNH,amnh,M,mammals,211488,m-211488,Callicebus,callicebus,donacophilus,donacophilus
1463,AMNH,amnh,M,mammals,211519,m-211519,Alouatta,alouatta,caraya,caraya
1464,AMNH,amnh,M,mammals,211523,m-211523,Alouatta,alouatta,caraya,caraya
1465,AMNH,amnh,M,mammals,211653,m-211653,Saimiri,saimiri,boliviensis,boliviensis
1466,AMNH,amnh,M,mammals,212953,m-212953,Nycticebus,nycticebus,coucang,coucang
1467,AMNH,amnh,M,mammals,215050,m-215050,Aotus,aotus,azarae,azarae
1469,AMNH,amnh,M,mammals,188006,m-188006,Alouatta,alouatta,seniculus,seniculus
1470,AMNH,amnh,M,mammals,23329,m-23329,Alouatta,alouatta,seniculus,seniculus
1471,AMNH,amnh,M,mammals,23330,m-23330,Alouatta,alouatta,seniculus,seniculus
1472,AMNH,amnh,M,mammals,211457,m-211457,Aotus,aotus,azarae,azarae
1473,AMNH,amnh,M,mammals,215054,m-215054,Aotus,aotus,azarae,azarae
1474,AMNH,amnh,M,mammals,215059,m-215059,Aotus,aotus,azarae,azarae
1475,AMNH,amnh,M,mammals,30192,m-30192,Ateles,ateles,belzebuth,belzebuth
1476,AMNH,amnh,M,mammals,215176,m-215176,Tupaia,tupaia,sp.,
1477,AMNH,amnh,M,mammals,215177,m-215177,Tupaia,tupaia,sp.,
1478,AMNH,amnh,M,mammals,216242,m-216242,Otolemur,galago,crassicaudatus,crassicaudatus
1479,AMNH,amnh,M,mammals,235275,m-235275,Leontopithecus,leontopithecus,rosalia,rosalia
1480,AMNH,amnh,M,mammals,244100,m-244100,Galago,galago,senegalensis,senegalensis
1481,AMNH,amnh,M,mammals,212952,m-212952,Tupaia,tupaia,sp.,
1482,AMNH,amnh,M,mammals,133681,m-133681,Cebus,cebus,apella,apella
1483,AMNH,amnh,M,mammals,211481,m-211481,Aotus,aotus,azarae,azarae
1484,AMNH,amnh,M,mammals,133657,m-133657,Cebus,cebus,apella,apella
1485,AMNH,amnh,M,mammals,133660,m-133660,Cebus,cebus,apella,apella
1489,AMNH,amnh,M,mammals,83420,m-83420,Bunopithecus,hoolock,hoolock,hoolock
1492,AMNH,amnh,M,mammals,133607,m-133607,Cebus,cebus,apella,apella
1493,MCZ,mcz,,mamm,31061,31061,Pithecia,pithecia,pithecia,pithecia
1494,MCZ,mcz,,mamm,30719,30719,Pithecia,pithecia,pithecia,pithecia
1495,MCZ,mcz,,mamm,30718,30718,Pithecia,pithecia,pithecia,pithecia
1496,MCZ,mcz,,mamm,27124,27124,Pithecia,pithecia,monachus,monachus
1497,MCZ,mcz,,mamm,20266,20266,Pithecia,pithecia,monachus,monachus
1498,MCZ,mcz,,mamm,20265,20265,Pithecia,pithecia,monachus,monachus
1499,MCZ,mcz,BOM,mamm,5057,5057,Pithecia,equus,monachus,
1500,MCZ,mcz,,mamm,42623,42623,Perodicticus,perodicticus,potto,potto
1501,MCZ,mcz,,mamm,42622,42622,Perodicticus,perodicticus,potto,potto
1502,MCZ,mcz,,mamm,42621,42621,Perodicticus,perodicticus,potto,potto
1503,MCZ,mcz,,mamm,42620,42620,Perodicticus,perodicticus,potto,potto
1504,MCZ,mcz,,mamm,31720,31720,Perodicticus,perodicticus,potto,potto
1505,MCZ,mcz,,mamm,25831,25831,Perodicticus,perodicticus,potto,potto
1506,MCZ,mcz,,mamm,18607,18607,Perodicticus,perodicticus,potto,potto
1507,MCZ,mcz,,mamm,17550,17550,Perodicticus,perodicticus,potto,potto
1508,MCZ,mcz,,mamm,17548,17548,Perodicticus,perodicticus,potto,potto
1509,MCZ,mcz,BOM,mamm,6923,6923,Perodicticus,miniopterus,potto,schreibersii
1510,AMNH,amnh,M,mammals,133677,m-133677,Cebus,cebus,apella,apella
1511,AMNH,amnh,M,mammals,133665,m-133665,Cebus,cebus,apella,apella
1512,AMNH,amnh,M,mammals,133667,m-133667,Cebus,cebus,apella,apella
1513,AMNH,amnh,M,mammals,52641,m-52641,Cercocebus,cercocebus,galeritus,galeritus
1514,AMNH,amnh,M,mammals,54280,m-54280,Lophocebus,cercocebus,galeritus,galeritus
1515,MCZ,mcz,,mamm,31949,31949,Papio,papio,doguera,anubis
1517,AMNH,amnh,M,mammals,52421,m-52421,Cercopithecus,cercopithecus,neglectus,neglectus
1519,AMNH,amnh,M,mammals,54231,m-54231,Chlorocebus,chlorocebus,pygerythrus,pygerythrus
1520,AMNH,amnh,M,mammals,27705,m-27705,Chlorocebus,chlorocebus,pygerythrus,pygerythrus
1521,AMNH,amnh,M,mammals,187372,m-187372,Chlorocebus,chlorocebus,pygerythrus,pygerythrus
1522,AMNH,amnh,M,mammals,52465,m-52465,Chlorocebus,chlorocebus,tantalus,aethiops
1523,AMNH,amnh,M,mammals,120386,m-120386,Chlorocebus,chlorocebus,tantalus,tantalus
1524,AMNH,amnh,M,mammals,187392,m-187392,Colobus,colobus,guereza,guereza
1525,AMNH,amnh,M,mammals,52248,m-52248,Colobus,colobus,guereza,guereza
1526,AMNH,amnh,M,mammals,52206,m-52206,Colobus,colobus,guereza,guereza
1527,AMNH,amnh,M,mammals,52229,m-52229,Colobus,colobus,guereza,guereza
1528,MCZ,mcz,,mamm,25541,25541,Colobus,colobus,polykomos,polykomos
1529,AMNH,amnh,M,mammals,34712,m-34712,Erythrocebus,erythrocebus,patas,patas
1530,AMNH,amnh,M,mammals,18039,m-18039,Eulemur,eulemur,coronatus,coronatus
1531,AMNH,amnh,M,mammals,170715,m-170715,Eulemur,lemur,fulvus,lecomystax
1532,AMNH,amnh,M,mammals,170725,m-170725,Eulemur,lemur,fulvus,lecomystax
1533,AMNH,amnh,M,mammals,170750,m-170750,Eulemur,lemur,fulvus,lecomystax
1534,AMNH,amnh,M,mammals,170755,m-170755,Eulemur,lemur,fulvus,lecomystax
1535,AMNH,amnh,M,mammals,170759,m-170759,Eulemur,lemur,fulvus,lecomystax
1537,AMNH,amnh,M,mammals,201318,m-201318,Eulemur,lemur,macaco,catta
1538,AMNH,amnh,M,mammals,86502,m-86502,Galago,galago,senegalensis,senegalensis
1539,AMNH,amnh,M,mammals,86505,m-86505,Galago,galago,senegalensis,senegalensis
1540,AMNH,amnh,M,mammals,167337,m-167337,Gorilla,gorilla,gorilla,gorilla
1541,AMNH,amnh,M,mammals,90289,m-90289,Gorilla,gorilla,gorilla,gorilla
1542,AMNH,amnh,M,mammals,90290,m-90290,Gorilla,gorilla,gorilla,gorilla
1543,AMNH,amnh,M,mammals,170691,m-170691,Hapalemur,hapalemur,griseus,griseus
1554,AMNH,amnh,M,mammals,200881,m-200881,Lemur,lemur,catta,catta
1555,AMNH,amnh,M,mammals,170566,m-170566,Lepilemur,lepilemur,mustelinus,mustelinus
1556,AMNH,amnh,M,mammals,170570,m-170570,Lepilemur,lepilemur,mustelinus,mustelinus
1557,AMNH,amnh,M,mammals,100834,m-100834,Lepilemur,lepilemur,mustelinus,mustelinus
1560,AMNH,amnh,M,mammals,103659,m-103659,Macaca,macaca,fascicularis,fascicularis
1561,AMNH,amnh,M,mammals,35640,m-35640,Macaca,macaca,fuscata,fuscata
1563,AMNH,amnh,M,mammals,14012,m-14012,Macaca,macaca,nemestrina,nemestrina
1565,AMNH,amnh,M,mammals,28256,m-28256,Macaca,macaca,nemestrina,nemestrina
1566,AMNH,amnh,M,mammals,106563,m-106563,Macaca,macaca,nemestrina,nemestrina
1567,AMNH,amnh,M,mammals,106564,m-106564,Macaca,macaca,nemestrina,nemestrina
1569,AMNH,amnh,M,mammals,35693,m-35693,Mandrillus,papio,leucophaeus,hamadryas
1570,MCZ,mcz,,mamm,34090,34090,Mandrillus,mandrillus,sphinx,sphinx
1571,MCZ,mcz,,mamm,34089,34089,Mandrillus,mandrillus,sphinx,sphinx
1572,AMNH,amnh,M,mammals,174408,m-174408,Microcebus,microcebus,murinus,murinus
1573,AMNH,amnh,M,mammals,185630,m-185630,Microcebus,microcebus,murinus,murinus
1574,AMNH,amnh,M,mammals,103669,m-103669,Nasalis,nasalis,larvatus,larvatus
1575,MCZ,mcz,,mamm,37337,37337,Nasalis,nasalis,larvatus,larvatus
1576,MCZ,mcz,,mamm,37344,37344,Nasalis,nasalis,larvatus,larvatus
1577,MCZ,mcz,,mamm,41559,41559,Nasalis,nasalis,larvatus,larvatus
1578,AMNH,amnh,M,mammals,103670,m-103670,Nasalis,nasalis,larvatus,larvatus
1579,AMNH,amnh,M,mammals,103671,m-103671,Nasalis,nasalis,larvatus,larvatus
1580,AMNH,amnh,M,mammals,106273,m-106273,Nasalis,nasalis,larvatus,larvatus
1581,AMNH,amnh,M,mammals,106275,m-106275,Nasalis,nasalis,larvatus,larvatus
1582,MCZ,mcz,,mamm,37330,37330,Nasalis,nasalis,larvatus,larvatus
1584,AMNH,amnh,M,mammals,112990,m-112990,Nycticebus,nycticebus,coucang,coucang
1585,AMNH,amnh,M,mammals,201330,m-201330,Otolemur,galago,crassicaudatus,crassicaudatus
1586,AMNH,amnh,M,mammals,80800,m-80800,Otolemur,galago,crassicaudatus,crassicaudatus
1587,AMNH,amnh,M,mammals,80238,m-80238,Otolemur,galago,crassicaudatus,
1588,AMNH,amnh,M,mammals,245093,m-245093,Otolemur,galago,crassicaudatus,crassicaudatus
1590,AMNH,amnh,M,mammals,86857,m-86857,Pan,pan,paniscus,paniscus
1593,AMNH,amnh,M,mammals,51202,m-51202,Pan,pan,troglodytes,troglodytes
1594,AMNH,amnh,M,mammals,52668,m-52668,Papio,papio,hamadryas,anubis
1595,AMNH,amnh,M,mammals,216247,m-216247,Papio,papio,ursinus,ursinus
1596,AMNH,amnh,M,mammals,80771,m-80771,Papio,papio,ursinus,ursinus
1598,AMNH,amnh,M,mammals,269908,m-269908,Perodicticus,perodicticus,potto,potto
1599,AMNH,amnh,M,mammals,52702,m-52702,Perodicticus,perodicticus,potto,potto
1600,AMNH,amnh,M,mammals,269909,m-269909,Perodicticus,perodicticus,potto,potto
1601,AMNH,amnh,M,mammals,200900,m-200900,Pongo,pongo,pygmaeus,pygmaeus
1602,MCZ,mcz,,mamm,50960,50960,Pongo,pongo,pygmaeus,pygmaeus
1603,AMNH,amnh,M,mammals,28253,m-28253,Pongo,pongo,pygmaeus,pygmaeus
1604,AMNH,amnh,M,mammals,103640,m-103640,Presbytis,presbytis,rubicunda,rubicunda
1605,AMNH,amnh,M,mammals,52287,m-52287,Procolobus,procolobus,badius,badius
1606,AMNH,amnh,M,mammals,52298,m-52298,Procolobus,procolobus,badius,badius
1607,AMNH,amnh,M,mammals,257141,m-257141,Propithecus,propithecus,verreauxi,verreauxi
1608,AMNH,amnh,M,mammals,31255,m-31255,Propithecus,propithecus,verreauxi,verreauxi
1609,AMNH,amnh,M,mammals,170463,m-170463,Propithecus,propithecus,verreauxi,verreauxi
1611,MCZ,mcz,,mamm,29786,29786,Papio,papio,doguera,anubis
1612,MCZ,mcz,,mamm,21161,21161,Papio,papio,doguera,anubis
1613,MCZ,mcz,,mamm,21160,21160,Papio,papio,doguera,anubis
1614,MCZ,mcz,,mamm,17343,17343,Papio,papio,doguera,anubis
1615,MCZ,mcz,,mamm,17342,17342,Papio,papio,doguera,anubis
1616,MCZ,mcz,BOM,mamm,8304,8304,Papio,papio,doguera,anubis
1617,MCZ,mcz,BOM,mamm,8466,8466,Papio,chaetodipus,doguera,hispidus
1618,MCZ,mcz,,mamm,26473,26473,Papio,papio,doguera,anubis
1619,MCZ,mcz,,mamm,29787,29787,Papio,papio,doguera,anubis
1620,MCZ,mcz,,mamm,31619,31619,Papio,papio,doguera,anubis
1621,AMNH,amnh,M,mammals,119648,m-119648,Rhinopithecus,rhinopithecus,roxellana,roxellana
1622,AMNH,amnh,M,mammals,117413,m-117413,Rhinopithecus,rhinopithecus,roxellana,roxellana
1623,AMNH,amnh,M,mammals,77693,m-77693,Saguinus,saguinus,midas,midas
1624,AMNH,amnh,M,mammals,148453,m-148453,Saguinus,saguinus,midas,midas
1625,AMNH,amnh,M,mammals,188178,m-188178,Saguinus,saguinus,mystax,mystax
1627,AMNH,amnh,M,mammals,211648,m-211648,Saimiri,saimiri,boliviensis,boliviensis
1628,AMNH,amnh,M,mammals,239868,m-239868,Saimiri,saimiri,boliviensis,boliviensis
1629,AMNH,amnh,M,mammals,239870,m-239870,Saimiri,saimiri,boliviensis,boliviensis
1630,AMNH,amnh,M,mammals,211649,m-211649,Saimiri,saimiri,boliviensis,boliviensis
1631,AMNH,amnh,M,mammals,239872,m-239872,Saimiri,saimiri,boliviensis,boliviensis
1634,AMNH,amnh,M,mammals,150044,m-150044,Semnopithecus,presbytis,entellus,entellus
1635,AMNH,amnh,M,mammals,35921,m-35921,Tupaia,tupaia,sp.,
1637,AMNH,amnh,M,mammals,18040,m-18040,Varecia,varecia,variegata,variegata
1641,MCZ,mcz,,mamm,41562,41562,Nasalis,nasalis,larvatus,larvatus
1642,MCZ,mcz,,mamm,41560,41560,Nasalis,nasalis,larvatus,larvatus
1643,MCZ,mcz,,mamm,41556,41556,Nasalis,nasalis,larvatus,larvatus
1644,MCZ,mcz,,mamm,41555,41555,Nasalis,nasalis,larvatus,larvatus
1645,MCZ,mcz,,mamm,41554,41554,Nasalis,nasalis,larvatus,larvatus
1647,USNM,usnm,V,paleobiology,25686,v25686,Smilodectes,smilodectes,gracilis,gracilis
1648,UCMP,ucmp,,v,236066,236066,Platychoerops,,daubrei,
1652,MCZ,mcz,,mamm,37343,37343,Nasalis,nasalis,larvatus,larvatus
1653,MCZ,mcz,,mamm,37342,37342,Nasalis,nasalis,larvatus,larvatus
1655,MCZ,mcz,,mamm,37341,37341,Nasalis,nasalis,larvatus,larvatus
1656,MCZ,mcz,,mamm,37339,37339,Nasalis,nasalis,larvatus,larvatus
1657,MCZ,mcz,,mamm,37278,37278,Miopithecus,miopithecus,talapoin,talapoin
1658,USNM,usnm,,paleobiology,317118,pal317118,Galeopterus,cosmonautilus,variegatus,shastensis
1659,MCZ,mcz,,mamm,5547,5547,Miopithecus,miopithecus,talapoin,talapoin
1663,MCZ,mcz,,mamm,34264,34264,Miopithecus,miopithecus,talapoin,talapoin
1664,MCZ,mcz,,mamm,23197,23197,Miopithecus,miopithecus,talapoin,talapoin
1665,MCZ,mcz,,mamm,23196,23196,Miopithecus,miopithecus,talapoin,talapoin
1666,MCZ,mcz,,mamm,19976,19976,Miopithecus,miopithecus,talapoin,talapoin
1667,MCZ,mcz,,mamm,34273,34273,Mandrillus,mandrillus,sphinx,sphinx
1668,MCZ,mcz,,mamm,34272,34272,Mandrillus,mandrillus,sphinx,sphinx
1669,MCZ,mcz,,mamm,34177,34177,Mandrillus,mandrillus,sphinx,sphinx
1670,MCZ,mcz,BOM,mamm,6028,6028,Chiropotes,molossus,satanas,rufus
1671,MCZ,mcz,BOM,mamm,7321,7321,Cebus,molossus,capucinus,coibensis
1672,MCZ,mcz,,mamm,34353,34353,Cebus,cebus,capucinus,capucinus
1673,MCZ,mcz,,mamm,34326,34326,Cebus,cebus,capucinus,capucinus
1674,MCZ,mcz,,mamm,34323,34323,Cebus,cebus,capucinus,capucinus
1675,MCZ,mcz,,mamm,10136,10136,Cebus,cebus,capucinus,capucinus
1676,MCZ,mcz,,mamm,10135,10135,Cebus,cebus,capucinus,capucinus
1677,MCZ,mcz,BOM,mamm,7323,7323,Cebus,molossus,capucinus,coibensis
1678,MCZ,mcz,BOM,mamm,7322,7322,Cebus,molossus,capucinus,coibensis
1679,MCZ,mcz,BOM,mamm,7317,7317,Cebus,molossus,capucinus,coibensis
1680,MCZ,mcz,BOM,mamm,5332,5332,Cebus,scoteinus,capucinus,pallidus
1681,MCZ,mcz,BOM,mamm,1957,1957,Cacajao,condylura,calvus,cristata
1682,MCZ,mcz,,mamm,27870,27870,Cacajao,cacajao,calvus,rubicundus
1683,MCZ,mcz,,mamm,20186,20186,Callicebus,callicebus,moloch,moloch
1684,MCZ,mcz,,mamm,20188,20188,Callicebus,callicebus,moloch,moloch
1685,MCZ,mcz,,mamm,26922,26922,Callicebus,callicebus,moloch,moloch
1686,MCZ,mcz,,mamm,30559,30559,Callicebus,callicebus,moloch,moloch
1687,USNM,usnm,,paleobiology,488058,pal488058,Ptilocercus,genus,lowii,sp
1688,MCZ,mcz,,mamm,30564,30564,Callicebus,callicebus,moloch,moloch
1689,MCZ,mcz,,mamm,30566,30566,Callicebus,callicebus,moloch,moloch
1690,MCZ,mcz,,mamm,32380,32380,Callicebus,callicebus,moloch,moloch
1691,MCZ,mcz,,mamm,32383,32383,Callicebus,callicebus,moloch,moloch
1692,MCZ,mcz,,mamm,37828,37828,Callicebus,callicebus,moloch,moloch
1693,MCZ,mcz,,mamm,39073,39073,Callicebus,callicebus,moloch,moloch
1694,MCZ,mcz,,mamm,39562,39562,Callicebus,callicebus,moloch,moloch
1695,MCZ,mcz,,mamm,39563,39563,Callicebus,callicebus,moloch,moloch
1696,USNM,usnm,,paleobiology,488055,pal488055,Ptilocercus,makaira,lowii,nigricans
1708,MCZ,mcz,,mamm,30579,30579,Callithrix,callithrix,argentata,argentata
1709,MCZ,mcz,,mamm,30580,30580,Callithrix,callithrix,argentata,argentata
1710,MCZ,mcz,,mamm,30582,30582,Callithrix,callithrix,argentata,argentata
1711,MCZ,mcz,,mamm,30583,30583,Callithrix,callithrix,argentata,argentata
1712,MCZ,mcz,,mamm,32164,32164,Callithrix,callithrix,argentata,argentata
1713,MCZ,mcz,,mamm,32165,32165,Callithrix,callithrix,argentata,argentata
1714,MCZ,mcz,,mamm,34573,34573,Callithrix,callithrix,argentata,argentata
1715,MCZ,mcz,,mamm,30577,30577,Callithrix,callithrix,humeralifera,humeralifer
1716,MCZ,mcz,,mamm,30586,30586,Callithrix,callithrix,humeralifera,humeralifer
1717,MCZ,mcz,,mamm,30603,30603,Callithrix,callithrix,humeralifera,humeralifer
1718,MCZ,mcz,,mamm,37826,37826,Callithrix,callithrix,humeralifera,humeralifer
1720,MCZ,mcz,,mamm,37823,37823,Callithrix,callithrix,jacchus,jacchus
1721,MCZ,mcz,BOM,mamm,7165,7165,Callithrix,apodemus,sp.,agrarius
