specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
4026,AMNH,amnh,M,mammals,52645,m-52645,Cercocebus,cercocebus,galeritus,galeritus
4027,AMNH,amnh,M,mammals,52677,m-52677,Papio,papio,hamadryas,hamadryas
4034,AMNH,amnh,M,mammals,54227,m-54227,Papio,papio,hamadryas,
4035,UF,uf,H,herp,43204,43204,Hemiphractus,hemiphractus,proboscideus,proboscideus
4041,AMNH,amnh,M,mammals,55013,m-55013,Lophocebus,,aterrimus,
4042,AMNH,amnh,M,mammals,60568,m-60568,Theropithecus,theropithecus,gelada,gelada
4046,AMNH,amnh,M,mammals,70063,m-70063,Cercocebus,chlorocebus,torquatus,aethiops
4064,UF,uf,H,herp,159-19,159,Pseudacris,pseudacris,ornata,ornata
4065,AMNH,amnh,M,mammals,80126,m-80126,Theropithecus,theropithecus,gelada,gelada
4066,AMNH,amnh,M,mammals,80895,m-80895,Papio,papio,hamadryas,ursinus
4067,UF,uf,H,herp,43260,43260,Adenomera,leptodactylus,andreae,andreae
4068,AMNH,amnh,M,mammals,81811,m-81811,Papio,papio,hamadryas,
4069,AMNH,amnh,M,mammals,82185,m-82185,Papio,papio,hamadryas,
4070,AMNH,amnh,M,mammals,82428,m-82428,Lophocebus,lophocebus,aterrimus,albigena
4071,AMNH,amnh,M,mammals,84472,m-84472,Macaca,macaca,thibetana,fuscata
4072,AMNH,amnh,M,mammals,86705,m-86705,Lophocebus,lophocebus,aterrimus,albigena
4073,AMNH,amnh,M,mammals,89357,m-89357,Mandrillus,mandrillus,sphinx,sphinx
4074,AMNH,amnh,M,mammals,90159,m-90159,Macaca,macaca,maura,tonkeana
4075,AMNH,amnh,M,mammals,90309,m-90309,Theropithecus,theropithecus,gelada,gelada
4104,USNM,usnm,,mammals,115496,115496,Nycticebus,nycticebus,coucang,coucang
4105,USNM,usnm,,paleobiology,300000,pal300000,Nycticebus,scapanorhynchus,coucang,sp
4106,USNM,usnm,,paleobiology,355347,pal355347,Nycticebus,genus,coucang,sp
4107,UF,uf,VP,uf,325968,325968,Mimoperadectes,mimoperadectes,labrus,labrus
4108,UF,uf,VP,uf,326413,326413,Peradectes,peradectes,protinnominatus,protinnominatus
4110,UF,uf,VP,uf,326430,326430,Mimoperadectes,mimoperadectes,labrus,labrus
4111,UF,uf,VP,uf,326544,326544,Mimoperadectes,mimoperadectes,labrus,labrus
4112,UF,uf,VP,uf,326678,326678,Peradectes,peradectes,protinnominatus,protinnominatus
4113,UF,uf,VP,uf,326912,326912,Peradectes,peradectes,protinnominatus,
4114,UF,uf,VP,uf,328499,328499,Mimoperadectes,mimoperadectes,labrus,labrus
4115,UF,uf,VP,uf,328900,328900,Peradectes,peradectes,protinnominatus,protinnominatus
4116,UF,uf,VP,uf,329120,329120,Peradectes,peradectes,protinnominatus,protinnominatus
4117,UF,uf,VP,uf,329146,329146,Peradectes,,protinnominatus,
4118,UF,uf,VP,uf,329147,329147,Peradectes,peradectes,protinnominatus,protinnominatus
4119,UF,uf,VP,uf,329833,329833,Mimoperadectes,mimoperadectes,labrus,labrus
4120,UF,uf,VP,uf,330188,330188,Mimoperadectes,mimoperadectes,labrus,labrus
4121,UF,uf,VP,uf,330202,330202,Peradectes,peradectes,protinnominatus,protinnominatus
4122,UF,uf,VP,uf,330276,330276,Mimoperadectes,mimoperadectes,labrus,labrus
4123,UF,uf,VP,uf,330295,330295,Mimoperadectes,mimoperadectes,labrus,labrus
4124,UF,uf,VP,uf,330365,330365,Peradectes,peradectes,protinnominatus,protinnominatus
4125,UF,uf,VP,uf,330399,330399,Peradectes,peradectes,protinnominatus,protinnominatus
4126,UF,uf,VP,uf,331401,331401,Mimoperadectes,mimoperadectes,labrus,labrus
4127,UF,uf,VP,uf,331569,331569,Peradectes,peradectes,protinnominatus,
4128,UF,uf,VP,uf,332041,332041,Peradectes,peradectes,protinnominatus,protinnominatus
4129,UF,uf,VP,uf,326308,326308,Macrocranion,macrocranion,junnei,junnei
4130,UF,uf,VP,uf,328406,328406,Macrocranion,macrocranion,junnei,junnei
4131,UF,uf,VP,uf,330159,330159,Colpocherus,macrocranion,sp.,junnei
4132,UF,uf,VP,uf,330163,330163,Macrocranion,macrocranion,junnei,junnei
4133,UF,uf,VP,uf,330164,330164,Macrocranion,macrocranion,junnei,junnei
4134,UF,uf,VP,uf,330167,330167,Colpocherus,macrocranion,sp.,junnei
4135,UF,uf,VP,uf,330169,330169,Macrocranion,macrocranion,junnei,junnei
4136,UF,uf,VP,uf,330176,330176,Macrocranion,macrocranion,junnei,junnei
4140,UF,uf,VP,uf,283346,283346,Macrocranion,macrocranion,junnei,junnei
4185,AMNH,amnh,M,mammals,52508,m-52508,Cercopithecus,cercopithecus,denti,mona
4188,AMNH,amnh,M,mammals,216258,m-216258,Cercopithecus,cercopithecus,albogularis,aethiops
4189,AMNH,amnh,M,mammals,216256,m-216256,Cercopithecus,cercopithecus,albogularis,aethiops
4190,AMNH,amnh,M,mammals,216255,m-216255,Cercopithecus,cercopithecus,albogularis,aethiops
4191,AMNH,amnh,M,mammals,52521,m-52521,Cercopithecus,cercopithecus,denti,mona
4192,AMNH,amnh,M,mammals,52482,m-52482,Cercopithecus,cercopithecus,denti,mona
4193,AMNH,amnh,M,mammals,90328,m-90328,Semnopithecus,semnopithecus,entellus,entellus
4194,UCMP,ucmp,,v,218336,218336,,,,
4195,UCMP,ucmp,,v,218332,218332,,,,
4196,UCMP,ucmp,,v,218337,218337,Omomyidae,,incertae sedis,
4197,UCMP,ucmp,,v,218340,218340,Omomyidae,,incertae sedis,
4198,UCMP,ucmp,,v,218343,218343,Omomyidae,,incertae sedis,
4199,AMNH,amnh,M,mammals,52485,m-52485,Cercopithecus,cercopithecus,mona,mona
4200,MCZ,mcz,,mamm,35946,35946,Hylobates,hylobates,lar,lar
4202,MCZ,mcz,,mamm,35611,35611,Macaca,macaca,fascicularis,fascicularis
4203,MCZ,mcz,,mamm,41413,41413,Hylobates,hylobates,lar,lar
4204,MCZ,mcz,,mamm,35626,35626,Macaca,macaca,fascicularis,fascicularis
4205,MCZ,mcz,,mamm,35634,35634,Macaca,macaca,fascicularis,fascicularis
4207,AMNH,amnh,M,mammals,89351,m-89351,Pan,pan,troglodytes,troglodytes
4210,AMNH,amnh,M,mammals,89361,m-89361,Mandrillus,mandrillus,sphinx,sphinx
4212,AMNH,amnh,M,mammals,51376,m-51376,Pan,pan,troglodytes,troglodytes
4213,AMNH,amnh,M,mammals,89365,m-89365,Mandrillus,mandrillus,sphinx,sphinx
4214,MCZ,mcz,,mamm,37717,37717,Presbytis,presbytis,phayrei,phayrei
4215,MCZ,mcz,,mamm,36259,36259,Pygathrix,pygathrix,neameus,nemaeus
4225,UF,uf,,herp,178144,178144,Desmognathus,desmognathus,conanti,conanti
4226,UF,uf,,herp,178145,178145,Desmognathus,desmognathus,conanti,conanti
4227,AMNH,amnh,M,mammals,54330,m-54330,Pan,pan,troglodytes,troglodytes
4228,AMNH,amnh,M,mammals,51393,m-51393,Pan,pan,troglodytes,troglodytes
4239,UF,uf,H,herp,10187-2,10187,Hyla,hyla,avivoca,chrysoscelis
4243,UF,uf,H,herp,98441,98441,Triprion,triprion,petasatus,petasatus
4266,AMNH,amnh,M,mammals,170364,m-170364,Mandrillus,mandrillus,sphinx,sphinx
4289,UF,uf,,uf,334000,334000,Teilhardina,teilhardina,brandti,brandti
4300,USNM,usnm,,paleobiology,199694,pal199694,Daubentonia,canadia,madagascariensis,sp
4301,USNM,usnm,,mammals,18437,18437,Avahi,avahi,laniger,laniger
4304,USNM,usnm,,mammals,49668,a49668,Lepilemur,lepilemur,mustelinus,mustelinus
4309,USNM,usnm,,mammals,49947,a49947,Eulemur,eulemur,fulvus,mongoz
4310,USNM,usnm,,paleobiology,83666,pal83666,Hapalemur,eccyliopterus,griseus,louderbacki
4311,USNM,usnm,,mammals,260616,260616,Nycticebus,nycticebus,coucang,bengalensis
4317,USNM,usnm,,mammals,49548,a49548,Galago,galago,alleni,alleni
4321,USNM,usnm,,paleobiology,338112,pal338112,Ateles,genus,fusciceps,sp
4323,USNM,usnm,,mammals,598551,598551,Euoticus,euoticus,elegantulus,elegantulus
4328,USNM,usnm,,mammals,597838,597838,Galago,galago,moholi,moholi
4334,USNM,usnm,,paleobiology,589433,pal589433,Eulemur,genus,fulvus,sp
4335,USNM,usnm,,mammals,545004,545004,Microcebus,microcebus,murinus,murinus
4337,USNM,usnm,,paleobiology,542489,pal542489,Eulemur,aulolithomys,fulvus,vexilliames
4338,USNM,usnm,,mammals,538407,538407,Varecia,varecia,variegata,variegata
4339,USNM,usnm,,mammals,538391,538391,Saimiri,saimiri,oerstedii,oerstedii
4340,USNM,usnm,,paleobiology,519570,pal519570,Cacajao,kionoceras,calvus,sp
4344,AMNH,amnh,R,mammals,47333,m-47333,Cordylus,akodon,angolensis,
4345,AMNH,amnh,R,mammals,173381,m-173381,Smaug,reithrodontomys,warreni,megalotis
4347,AMNH,amnh,R,mammals,47337,m-47337,Smaug,akodon,giganteus,
4348,AMNH,amnh,R,mammals,161015,m-161015,Smaug,alcelaphus,depressus,buselaphus
4349,AMNH,amnh,R,mammals,173382,m-173382,Smaug,reithrodontomys,barbertonensis,megalotis
4350,AMNH,amnh,R,mammals,47301,m-47301,Cordylus,akodon,namakuiyus,
4360,USNM,usnm,,mammals,450746,450746,Galago,galago,senegalensis,senegalensis
4361,USNM,usnm,,paleobiology,399507,pal399507,Lagothrix,branta,lagotricha,sandvicensis
4362,USNM,usnm,,paleobiology,398040,pal398040,Saimiri,genus,sciureus,sp
4363,USNM,usnm,,paleobiology,397933,pal397933,Callicebus,genus,ornatus,sp
4364,USNM,usnm,,paleobiology,397661,pal397661,Otolemur,thambetochen,garnettii,sp
4365,USNM,usnm,,paleobiology,397231,pal397231,Cheirogaleus,thambetochen,major,sp
4366,USNM,usnm,,paleobiology,396725,pal396725,Aotus,apteribis,nigriceps,sp
4367,USNM,usnm,,paleobiology,361021,pal361021,Cebus,leptotomus,olivaceus,parvus
4368,USNM,usnm,,paleobiology,339661,pal339661,Chiropotes,lepidocyclina,satanas,pustulosa
4369,USNM,usnm,,paleobiology,362118,pal362118,Saguinus,ninoziphius,midas,sp
4370,USNM,usnm,,paleobiology,338961,pal338961,Chiropotes,discocyclina,satanas,habanensis
4371,USNM,usnm,,paleobiology,337946,pal337946,Eulemur,stegosaurus,fulvus,sp
4372,USNM,usnm,,paleobiology,336287,pal336287,Otolemur,genus,garnettii,sp
4373,USNM,usnm,,paleobiology,317188,pal317188,Nycticebus,discotropites,coucang,formosus
4374,USNM,usnm,,paleobiology,302627,pal302627,Cacajao,keraiaceras,calvus,percostatum
4375,USNM,usnm,,paleobiology,291732,pal291732,Nycticebus,aluterus,coucang,sp
4376,USNM,usnm,,paleobiology,269327,pal269327,Perodicticus,hymenocaris,potto,sp
4377,USNM,usnm,,mammals,260593,260593,Nycticebus,nycticebus,coucang,bengalensis
4378,USNM,usnm,,paleobiology,256739,pal256739,Loris,smilodectes,lydekkerianus,gracilis
4379,USNM,usnm,,paleobiology,255517,pal255517,Eulemur,genus,macaco,sp
4380,USNM,usnm,,paleobiology,241579,pal241579,Galago,ermoceras,zanzibaricus,sp
4381,USNM,usnm,,mammals,238258,238258,Saguinus,leontocebus,fuscicollis,fuscicollis
4382,USNM,usnm,,mammals,83668,83668,Hapalemur,hapalemur,griseus,griseus
4383,USNM,usnm,,paleobiology,83667,pal83667,Hapalemur,eccyliopterus,griseus,sp
4384,USNM,usnm,,paleobiology,589434,pal589434,Eulemur,genus,fulvus,sp
4385,USNM,usnm,,paleobiology,240408,pal240408,Alouatta,eirlysia,palliata,sp
4386,USNM,usnm,,paleobiology,365714,pal365714,Otolemur,adjidaumo,crassicaudatus,sp
4387,USNM,usnm,,paleobiology,338117,pal338117,Cebus,lasiurus,capucinus,borealis
4388,USNM,usnm,,paleobiology,396503,pal396503,Aotus,apteribis,lemurinus,sp
4389,USNM,usnm,,paleobiology,83655,pal83655,Microcebus,lophospira,rufus,manchuriensis
4390,USNM,usnm,,paleobiology,83654,pal83654,Microcebus,lophospira,rufus,kangyaoensis
4391,USNM,usnm,,paleobiology,83653,pal83653,Cheirogaleus,lophospira,major,grabaui
4392,USNM,usnm,,paleobiology,83651,pal83651,Avahi,pararaphistoma,laniger,qualteriata
4394,USNM,usnm,,mammals,35260,a35260,Eulemur,eulemur,fulvus,mongoz
4395,USNM,usnm,,paleobiology,338111,pal338111,Ateles,mimus,fusciceps,trifasciatus
4398,USNM,usnm,,mammals,25309,a25309,Alouatta,alouatta,palliata,palliata
4399,AMNH,amnh,M,mammals,24714,m-24714,Erythrocebus,conepatus,patas,leuconotus
4400,UF,uf,H,herp,43205,43205,Hemiphractus,hemiphractus,proboscideus,proboscideus
4404,AMNH,amnh,M,mammals,74051,m-74051,Saguinus,leontocebus,fuscicollis,fuscicollis
4409,USNM,usnm,,mammals,22462,a22462,Lemur,lemur,catta,catta
4410,AMNH,amnh,M,mammals,74042,m-74042,Saguinus,leontocebus,fuscicollis,fuscicollis
4411,AMNH,amnh,M,mammals,76327,m-76327,Cebuella,cebuella,pygmaea,pygmaea
4414,AMNH,amnh,M,mammals,76328,m-76328,Cebuella,cebuella,pygmaea,pygmaea
4416,AMNH,amnh,M,mammals,51380,m-51380,Papio,papio,hamadryas,anubis
4418,AMNH,amnh,M,mammals,52149,m-52149,Colobus,colobus,angolensis,angolensis
4419,AMNH,amnh,M,mammals,52166,m-52166,Colobus,colobus,angolensis,angolensis
4420,AMNH,amnh,M,mammals,52366,m-52366,Cercopithecus,cercopithecus,mitis,mitis
4421,AMNH,amnh,M,mammals,52598,m-52598,Lophocebus,lophocebus,albigena,albigena
4422,AMNH,amnh,M,mammals,52648,m-52648,Cercocebus,cercocebus,galeritus,galeritus
4423,AMNH,amnh,M,mammals,98367,m-98367,Callimico,callimico,goeldii,goeldii
4424,AMNH,amnh,M,mammals,98389,m-98389,Callicebus,callicebus,moloch,moloch
4425,AMNH,amnh,M,mammals,174537,m-174537,Microcebus,microcebus,murinus,murinus
4426,AMNH,amnh,M,mammals,185621,m-185621,Microcebus,microcebus,murinus,murinus
4428,UF,uf,H,herp,69917,69917,Rhineura,rhineura,floridana,floridana
4429,UF,uf,H,herp,51437,51437,Rhineura,rhineura,floridana,floridana
4433,UF,uf,H,herp,121174,121174,Rhineura,rhineura,floridana,floridana
4434,UF,uf,H,herp,79732,79732,Rhineura,rhineura,floridana,floridana
4435,UF,uf,H,herp,128407,128407,Rhineura,rhineura,floridana,floridana
4436,UF,uf,H,herp,140797,140797,Rhineura,rhineura,floridana,floridana
4440,UF,uf,H,herp,16268,16268,Lanthanotus,lanthanotus,borneensis,borneensis
4441,UF,uf,H,herp,65801,65801,Gastrotheca,gastrotheca,peruana,peruana
4442,UF,uf,H,herp,63888,63888,Brachytarsophrys,megophrys,carinensis,carinensis
4443,UF,uf,H,herp,61841,61841,Leptobrachium,leptobrachium,hasseltii,hasseltii
4444,AMNH,amnh,M,mammals,185640,m-185640,Daubentonia,daubentonia,madagascariensis,madagascariensis
4445,UF,uf,H,herp,30578,30578,Centrolene,centrolene,buckleyi,buckleyi
4446,UF,uf,H,herp,137267,137267,Cochranella,cochranella,granulosa,granulosa
4447,UF,uf,H,herp,140640,140640,Hyalinobatrachium,hyalinobatrachium,fleischmanni,fleischmanni
4468,AMNH,amnh,M,mammals,31265,m-31265,Cheirogaleus,cheirogaleus,major,major
4470,UF,uf,H,herp,21949,21949,Eleutherodactylus,eleutherodactylus,dimidiatus,dimidiatus
4471,UF,uf,H,herp,56811,56811,Eleutherodactylus,eleutherodactylus,glaphycompus,glaphycompus
4476,AMNH,amnh,M,mammals,269906,m-269906,Euoticus,euoticus,elegantulus,elegantulus
4478,UF,uf,H,herp,27911,27911,Eleutherodactylus,eleutherodactylus,johnstonei,johnstonei
4479,UF,uf,H,herp,24198,24198,Eleutherodactylus,eleutherodactylus,karlschmidti,karlschmidti
4480,UF,uf,H,herp,65783,65783,Gastrotheca,gastrotheca,peruana,peruana
4486,AMNH,amnh,M,mammals,269928,m-269928,Euoticus,euoticus,elegantulus,elegantulus
4508,USNM,usnm,,mammals,16199,16199,Varecia,varecia,variegata,variegata
4509,USNM,usnm,,mammals,49470,a49470,Galeopterus,galeopterus,variegatus,variegates
4523,UF,uf,H,herp,87030,87030,Dasypeltis,dasypeltis,scabra,medici
4527,UF,uf,H,herp,68063,68063,Barycholos,barycholos,pulcher,pulcher
4528,USNM,usnm,A,paleobiology,126489,pal126489,Chiasmocleis,leptocoelia,albopunctata,flabellites
4529,AMNH,amnh,M,mammals,34258,m-34258,Loris,loris,tardigradus,tardigradus
4534,MCZ,mcz,,mamm,37265,37265,Gorilla,gorilla,gorilla,gorilla
4535,MCZ,mcz,,mamm,46002,46002,Perodicticus,perodicticus,potto,potto
4538,UF,uf,H,herp,68008,68008,Syncope,chiasmocleis,antenori,antenori
4539,AMNH,amnh,M,mammals,42841,m-42841,Galago,galago,senegalensis,
4544,AMNH,amnh,M,mammals,170795,m-170795,Lepilemur,lepilemur,mustelinus,mustelinus
4551,UCMP,ucmp,,v,218281,218281,,,,
4563,AMNH,amnh,M,mammals,167339,m-167339,Gorilla,gorilla,gorilla,gorilla
4564,AMNH,amnh,M,mammals,91094,m-91094,Gorilla,mus,gorilla,musculus
4565,AMNH,amnh,M,mammals,167333,m-167333,Gorilla,gorilla,gorilla,gorilla
4567,AMNH,amnh,M,mammals,201287,m-201287,Macaca,macaca,fuscata,fuscata
4573,UCMP,ucmp,,v,217976,217976,,,,
4574,UCMP,ucmp,V,v,217980,217980,,,,
4580,UF,uf,VP,uf,275496,275496,Holmesina,holmesina,floridanus,floridanus
4581,UF,uf,VP,uf,285000,285000,Holmesina,holmesina,floridanus,floridanus
4582,UF,uf,VP,uf,278000,278000,Holmesina,holmesina,floridanus,floridanus
4583,UF,uf,VP,uf,275498,275498,Holmesina,holmesina,floridanus,floridanus
4584,UF,uf,VP,uf,275497,275497,Holmesina,holmesina,floridanus,floridanus
4585,UF,uf,VP,uf,293000,293000,Holmesina,holmesina,floridanus,floridanus
4588,AMNH,amnh,M,mammals,19549,m-19549,Theropithecus,papio,gelada,
4589,UCMP,ucmp,,v,217981,217981,,,,
4591,AMNH,amnh,M,mammals,52674,m-52674,Papio,papio,hamadryas,hamadryas
4592,AMNH,amnh,M,mammals,87226,m-87226,Mandrillus,mandrillus,sphinx,sphinx
4593,AMNH,amnh,M,mammals,87264,m-87264,Macaca,macaca,mulatta,mulatta
4594,AMNH,amnh,M,mammals,200581,m-200581,Gorilla,ornithorhynchus,gorilla,anatinus
4595,AMNH,amnh,M,mammals,89362,m-89362,Mandrillus,mandrillus,sphinx,sphinx
4596,AMNH,amnh,M,mammals,89364,m-89364,Mandrillus,papio,sphinx,
4597,AMNH,amnh,M,mammals,90191,m-90191,Pan,pan,troglodytes,troglodytes
4598,AMNH,amnh,M,mammals,51208,m-51208,Pan,pan,troglodytes,troglodytes
4599,AMNH,amnh,M,mammals,89367,m-89367,Mandrillus,mandrillus,sphinx,sphinx
4600,AMNH,amnh,M,mammals,90293,m-90293,Pan,pan,troglodytes,troglodytes
4601,AMNH,amnh,M,mammals,89372,m-89372,Procolobus,procolobus,badius,badius
4609,AMNH,amnh,M,mammals,51392,m-51392,Pan,pan,troglodytes,troglodytes
4610,AMNH,amnh,M,mammals,51204,m-51204,Pan,pan,troglodytes,troglodytes
4611,AMNH,amnh,M,mammals,102776,m-102776,Hylobates,hylobates,agilis,agilis
4612,UCMP,ucmp,,v,218124,218124,,,,
4613,UCMP,ucmp,,v,218171,218171,,,,
4614,UCMP,ucmp,,v,218186,218186,,,,
4616,UCMP,ucmp,,v,218192,218192,,,,
4617,UCMP,ucmp,,v,218204,218204,,,,
4618,UCMP,ucmp,,v,218198,218198,,,,
4619,UCMP,ucmp,,v,218191,218191,,,,
4620,UCMP,ucmp,,v,218182,218182,,,,
4623,AMNH,amnh,M,mammals,106572,m-106572,Hylobates,hylobates,agilis,agilis
4624,AMNH,amnh,M,mammals,102200,m-102200,Hylobates,hylobates,agilis,agilis
4625,AMNH,amnh,M,mammals,70385,m-70385,Cercocebus,macaca,torquatus,
4627,AMNH,amnh,M,mammals,89438,m-89438,Procolobus,procolobus,verus,verus
4628,AMNH,amnh,M,mammals,89439,m-89439,Procolobus,procolobus,verus,verus
4629,AMNH,amnh,M,mammals,103634,m-103634,Presbytis,presbytis,rubicunda,rubicunda
4630,AMNH,amnh,M,mammals,103637,m-103637,Presbytis,presbytis,rubicunda,rubicunda
4631,AMNH,amnh,M,mammals,106029,m-106029,Nasalis,nasalis,larvatus,larvatus
4632,AMNH,amnh,M,mammals,112738,m-112738,Macaca,macaca,assamensis,assamensis
4635,AMNH,amnh,M,mammals,77777,m-77777,Cercocebus,cercocebus,torquatus,
4636,UCMP,ucmp,,v,218177,218177,,,,
4637,UCMP,ucmp,,v,218174,218174,,,,
4638,AMNH,amnh,M,mammals,89373,m-89373,Cercocebus,cercopithecus,torquatus,
4639,UCMP,ucmp,,v,218148,218148,,,,
4640,AMNH,amnh,M,mammals,18010,m-18010,Pongo,pongo,pygmaeus,pygmaeus
4642,UCMP,ucmp,,v,218116,218116,,,,
4643,UCMP,ucmp,,v,217996,217996,,,,
4644,UCMP,ucmp,,v,218120,218120,,,,
4645,UCMP,ucmp,,v,218135,218135,,,,
4646,UCMP,ucmp,,v,218165,218165,,,,
4647,UCMP,ucmp,,v,218173,218173,,,,
4648,UCMP,ucmp,,v,218196,218196,,,,
4649,UCMP,ucmp,,v,218214,218214,,,,
4650,UCMP,ucmp,,v,218117,218117,,,,
4651,AMNH,amnh,M,mammals,201183,m-201183,Lemur,lemur,catta,catta
4652,AMNH,amnh,M,mammals,52256,m-52256,Procolobus,procolobus,badius,badius
4653,AMNH,amnh,M,mammals,52336,m-52336,Procolobus,procolobus,badius,badius
4654,AMNH,amnh,M,mammals,52236,m-52236,Colobus,colobus,guereza,guereza
4655,AMNH,amnh,M,mammals,89422,m-89422,Procolobus,procolobus,badius,badius
4656,AMNH,amnh,M,mammals,89421,m-89421,Procolobus,procolobus,badius,badius
4657,AMNH,amnh,M,mammals,55680,m-55680,Chlorocebus,chlorocebus,pygerythrus,pygerythrus
4658,AMNH,amnh,M,mammals,52364,m-52364,Cercopithecus,cercopithecus,mitis,mitis
4659,AMNH,amnh,M,mammals,52374,m-52374,Cercopithecus,cercopithecus,mitis,mitis
4660,AMNH,amnh,M,mammals,110456,m-110456,Rhinopithecus,rhinopithecus,roxellana,roxellana
4661,AMNH,amnh,M,mammals,52601,m-52601,Lophocebus,lophocebus,albigena,albigena
4662,AMNH,amnh,M,mammals,52615,m-52615,Lophocebus,lophocebus,albigena,albigena
4663,AMNH,amnh,M,mammals,52617,m-52617,Lophocebus,lophocebus,albigena,albigena
4664,AMNH,amnh,M,mammals,119768,m-119768,Colobus,colobus,guereza,guereza
4665,AMNH,amnh,M,mammals,52384,m-52384,Cercopithecus,cercopithecus,mitis,mitis
4668,AMNH,amnh,M,mammals,120387,m-120387,Mandrillus,papio,sphinx,hamadryas
4669,USNM,usnm,PAL,paleobiology,309919,pal309919,Aphronorus,aphronorus,orieli,orieli
4670,USNM,usnm,PAL,paleobiology,309892,pal309892,Aphronorus,aphronorus,orieli,orieli
4671,USNM,usnm,PAL,paleobiology,309880,pal309880,Aphronorus,aphronorus,orieli,orieli
4674,AMNH,amnh,M,mammals,106675,m-106675,Hylobates,hylobates,agilis,agilis
4675,AMNH,amnh,M,mammals,106677,m-106677,Hylobates,hylobates,agilis,agilis
4676,AMNH,amnh,M,mammals,187371,m-187371,Papio,papio,hamadryas,anubis
4677,AMNH,amnh,M,mammals,150152,m-150152,Papio,papio,hamadryas,
4679,USNM,usnm,PAL,paleobiology,309867,pal309867,Aphronorus,aphronorus,orieli,orieli
4680,UCMP,ucmp,,v,218136,218136,,,,
4681,UCMP,ucmp,,v,218175,218175,,,,
4682,UCMP,ucmp,,v,218197,218197,,,,
4683,UCMP,ucmp,,v,218205,218205,,,,
4684,UCMP,ucmp,,v,218212,218212,,,,
4685,UCMP,ucmp,,v,217990,217990,,,,
4686,UCMP,ucmp,,v,218147,218147,,,,
4687,UCMP,ucmp,,v,218158,218158,,,,
4688,UF,uf,H,herp,153328,153328,Heloderma,heloderma,horridum,horridum
4689,UF,uf,I,fish,163818,163818,Cottus,cottus,chatahoochee,chattahoochee
4690,UF,uf,I,fish,172041,172041,Cottus,cottus,hypselurus,hypselurus
4691,UCMP,ucmp,,v,218200,218200,,,,
4692,UCMP,ucmp,,v,218219,218219,,,,
4694,UCMP,ucmp,,v,217991,217991,,,,
4695,UCMP,ucmp,,v,217994,217994,,,,
4696,UCMP,ucmp,,v,218199,218199,,,,
4697,UCMP,ucmp,,v,218403,218403,,,,
4698,UCMP,ucmp,,v,218404,218404,,,,
4699,UCMP,ucmp,,v,218409,218409,,,,
4700,UCMP,ucmp,,v,218410,218410,,,,
4701,UCMP,ucmp,,v,218146,218146,,,,
4702,UCMP,ucmp,,v,218216,218216,,,,
4707,USNM,usnm,PAL,paleobiology,309865,pal309865,Aphronorus,aphronorus,orieli,orieli
4708,USNM,usnm,PAL,paleobiology,309908,pal309908,Aphronorus,aphronorus,orieli,orieli
4719,AMNH,amnh,M,mammals,86940,m-86940,Galago,galagoides,demidoff,demidoffi
4720,AMNH,amnh,M,mammals,86941,m-86941,Galago,galagoides,demidoff,demidoffi
4721,AMNH,amnh,M,mammals,273240,m-273240,Perodicticus,perodicticus,potto,potto
4722,AMNH,amnh,M,mammals,216250,m-216250,Papio,papio,hamadryas,ursinus
4723,AMNH,amnh,M,mammals,216251,m-216251,Papio,papio,hamadryas,ursinus
4724,AMNH,amnh,M,mammals,248475,m-248475,Cercopithecus,cercopithecus,mitis,mitis
4725,AMNH,amnh,M,mammals,174360,m-174360,Microcebus,microcebus,rufus,rufus
4729,AMNH,amnh,M,mammals,54665,m-54665,Macaca,macaca,arctoides,arctoides
4730,AMNH,amnh,M,mammals,83994,m-83994,Macaca,macaca,thibetana,thibetana
4731,AMNH,amnh,M,mammals,89358,m-89358,Mandrillus,papio,sphinx,
4732,AMNH,amnh,M,mammals,103394,m-103394,Macaca,macaca,nemestrina,nemestrina
4733,AMNH,amnh,M,mammals,103399,m-103399,Macaca,macaca,nemestrina,nemestrina
4734,AMNH,amnh,M,mammals,103655,m-103655,Macaca,macaca,fascicularis,fascicularis
4735,AMNH,amnh,M,mammals,106037,m-106037,Macaca,macaca,nemestrina,nemestrina
4736,AMNH,amnh,M,mammals,106050,m-106050,Macaca,macaca,nemestrina,nemestrina
4737,AMNH,amnh,M,mammals,106568,m-106568,Macaca,macaca,fascicularis,fascicularis
4739,AMNH,amnh,M,mammals,30597,m-30597,Macaca,macaca,nigra,nigra
