media,downloaded file name,public url,doi,file type,file size,title,notes,specimen,specimen taxonomy,insitution,description/element,side,locality,relative age,absolute age,description/element updated,facility,scanner type,x res,y res,z res,voltage,amperage,watts,projections,frame averaging,wedge,shading correction,flux normalization,geometric callibration,calibration description,technicians,date uploaded,time uploaded,grant support,copyright holder,copyright license,citation instruction statement (to be copy-pasted into acknolwedgements)
M22318-43487,uf-herp-92078_M22318-43487.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22318,,Raw file of group; ,398.31 MB,tomogram stack,,uf-herp-92078,Mertensophryne lonnbergi,"University of Florida, Florida Museum of Natural History",16 bit tiff,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02502667 mm,0.02502667 mm,0.02502667 mm,100 kv,200 ¥Ë_a,20 W,2201,3,No,No,No,1,,Edward Stanley,3/9/18,14:44:42,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22319-43488,uf-herp-92079_M22319-43488.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22319,,Raw file of group; ,472.85 MB,tomogram stack,,uf-herp-92079,Mertensophryne lonnbergi,"University of Florida, Florida Museum of Natural History",16 bit tiff,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02502667 mm,0.02502667 mm,0.02502667 mm,100 kv,200 ¥Ë_a,20 W,2201,3,No,No,No,1,,Edward Stanley,3/9/18,14:53:07,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22315-43481,uf-herp-92081_M22315-43481.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22315,,Raw file of group; ,121.21 MB,tomogram stack,,uf-herp-92081,Mertensophryne taitana,"University of Florida, Florida Museum of Natural History",16 bit tiff,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02907923 mm,0.02907923 mm,0.02907923 mm,100 kv,200 ¥Ë_a,20 W,2001,3,No,No,No,1,,Edward Stanley,3/9/18,14:27:33,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M22317-43486,uf-herp-92083_M22317-43486.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/22317,,Raw file of group; ,251.03 MB,tomogram stack,,uf-herp-92083,Mertensophryne taitana,"University of Florida, Florida Museum of Natural History",16 bit tiff,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02907923 mm,0.02907923 mm,0.02907923 mm,100 kv,200 ¥Ë_a,20 W,2001,3,No,No,No,1,,Edward Stanley,3/9/18,14:35:16,"oVert Thematic Collections Network (TCN), NSF DBI-1701714","University of Florida, Florida Museum of Natural History",CC-BY-NC,
M16994-31579,ku-kuh-310635_M16994-31579.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16994,,application/stl,38.77 MB,CT scan of skeleton,,ku-kuh-310635,Pelophryne lighti,University of Kansas Natural History Museum,CT scans of body and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01340685 mm,0.01340685 mm,0.01340685 mm,70 kv,200 ¥Ë_a, W,1400,3,No,No,No,1,,Edward Stanley,8/24/17,16:09:21,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M16994-31580,ku-kuh-310635_M16994-31580.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16994,,application/stl,9.42 MB,CT scan of skull,,ku-kuh-310635,Pelophryne lighti,University of Kansas Natural History Museum,CT scans of body and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01340685 mm,0.01340685 mm,0.01340685 mm,70 kv,200 ¥Ë_a, W,1400,3,No,No,No,1,,Edward Stanley,8/24/17,16:09:21,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M16994-31581,ku-kuh-310635_M16994-31581.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16994,,,158.06 MB,tomogram stack,,ku-kuh-310635,Pelophryne lighti,University of Kansas Natural History Museum,CT scans of body and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01340685 mm,0.01340685 mm,0.01340685 mm,70 kv,200 ¥Ë_a, W,1400,3,No,No,No,1,,Edward Stanley,8/24/17,16:09:21,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M9702-13548,KU-H-200261_M9702-13548.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/9702,,derivative file; application/stl,142.63 MB,STL of Skull,,KU-H-200261,Hemiphractus fasciatus,University of Kansas Natural History Museum,CT scan of skeleton and skull,Not Applicable,"Colombia, Narino",,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02532818 mm,0.02532818 mm,0.02532818 mm,110 kv,200 ¥Ë_a,22 W,2000,3,No,No,No,1,,Edward Stanley,6/8/16,10:19:08,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M9702-13549,KU-H-200261_M9702-13549.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/9702,,derivative file; application/stl,19.57 MB,Jaw STL,,KU-H-200261,Hemiphractus fasciatus,University of Kansas Natural History Museum,CT scan of skeleton and skull,Not Applicable,"Colombia, Narino",,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02532818 mm,0.02532818 mm,0.02532818 mm,110 kv,200 ¥Ë_a,22 W,2000,3,No,No,No,1,,Edward Stanley,6/8/16,10:19:08,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M9702-13741,KU-H-200261_M9702-13741.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/9702,,,4.07 GB,tomogram stack,,KU-H-200261,Hemiphractus fasciatus,University of Kansas Natural History Museum,CT scan of skeleton and skull,Not Applicable,"Colombia, Narino",,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02532818 mm,0.02532818 mm,0.02532818 mm,110 kv,200 ¥Ë_a,22 W,2000,3,No,No,No,1,,Edward Stanley,6/8/16,10:19:08,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M9696-13536,KU-H-93506_M9696-13536.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/9696,,derivative file; application/stl,137.52 MB,STL of Skull,,KU-H-93506,Hemiphractus kaylockae,University of Kansas Natural History Museum,CT scan of skeleton and skull,Not Applicable,"Darien, Panama",,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02480100 mm,0.02480100 mm,0.02480100 mm,110 kv,200 ¥Ë_a,22 W,2000,3,No,No,No,1,,Edward Stanley,6/8/16,8:32:01,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M9696-13537,KU-H-93506_M9696-13537.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/9696,,derivative file; application/stl,35.16 MB,Jaw STL,,KU-H-93506,Hemiphractus kaylockae,University of Kansas Natural History Museum,CT scan of skeleton and skull,Not Applicable,"Darien, Panama",,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02480100 mm,0.02480100 mm,0.02480100 mm,110 kv,200 ¥Ë_a,22 W,2000,3,No,No,No,1,,Edward Stanley,6/8/16,8:32:01,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M9696-13737,KU-H-93506_M9696-13737.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/9696,,,3.1 GB,tomogram stack,,KU-H-93506,Hemiphractus kaylockae,University of Kansas Natural History Museum,CT scan of skeleton and skull,Not Applicable,"Darien, Panama",,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02480100 mm,0.02480100 mm,0.02480100 mm,110 kv,200 ¥Ë_a,22 W,2000,3,No,No,No,1,,Edward Stanley,6/8/16,8:32:01,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M12381-20288,KU-306058_M12381-20288.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12381,,application/stl,293.39 MB,CT scan of body,,KU-306058,Limnonectes macrocephalus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.08220464 mm,0.08220464 mm,0.08220464 mm,150 kv,200 ¥Ë_a, W,2000,,No,No,No,0,,Edward Stanley,12/5/16,13:11:16,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M12380-20287,ku-kuh-306056_M12380-20287.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12380,,application/stl,253.64 MB,CT scan of body,,ku-kuh-306056,Limnonectes macrocephalus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.05622646 mm,0.05622646 mm,0.05622646 mm,120 kv,150 ¥Ë_a, W,1700,3,No,No,No,0,,Edward Stanley,12/5/16,11:56:52,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M12380-23015,ku-kuh-306056_M12380-23015.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12380,,application/stl,58.34 MB,CT scan of Skull,,ku-kuh-306056,Limnonectes macrocephalus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.05622646 mm,0.05622646 mm,0.05622646 mm,120 kv,150 ¥Ë_a, W,1700,3,No,No,No,0,,Edward Stanley,12/5/16,11:56:52,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M12380-23018,ku-kuh-306056_M12380-23018.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12380,,,2.72 GB,tomogram stack,,ku-kuh-306056,Limnonectes macrocephalus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.05622646 mm,0.05622646 mm,0.05622646 mm,120 kv,150 ¥Ë_a, W,1700,3,No,No,No,0,,Edward Stanley,12/5/16,11:56:52,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13149-22651,KU-H-341253_M13149-22651.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13149,,application/stl,61.89 MB,CT scan of Skull,,KU-H-341253,Cornufer guppyi,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.09830915 mm,0.09830915 mm,0.09830915 mm,130 kv,200 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,2/14/17,9:51:08,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13149-22659,KU-H-341253_M13149-22659.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13149,,application/stl,48.68 MB,CT scan of body,,KU-H-341253,Cornufer guppyi,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.09830915 mm,0.09830915 mm,0.09830915 mm,130 kv,200 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,2/14/17,9:51:08,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13149-22664,KU-H-341253_M13149-22664.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13149,,,3.72 GB,tomogram stack,,KU-H-341253,Cornufer guppyi,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.09830915 mm,0.09830915 mm,0.09830915 mm,130 kv,200 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,2/14/17,9:51:08,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13920-24435,KU-H-313722_M13920-24435.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13920,,application/stl,152.29 MB,CT scan of body,,KU-H-313722,Platymantis polillensis,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01516660 mm,0.01516660 mm,0.01516660 mm,70 kv,200 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,3/14/17,10:44:27,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13920-24436,KU-H-313722_M13920-24436.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13920,,application/stl,35.15 MB,CT scan of Skull,,KU-H-313722,Platymantis polillensis,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01516660 mm,0.01516660 mm,0.01516660 mm,70 kv,200 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,3/14/17,10:44:27,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13920-24437,KU-H-313722_M13920-24437.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13920,,,3.98 GB,tomogram stack,,KU-H-313722,Platymantis polillensis,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01516660 mm,0.01516660 mm,0.01516660 mm,70 kv,200 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,3/14/17,10:44:27,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13919-24433,KU-H-315000_M13919-24433.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13919,,application/stl,79.52 MB,CT scan of body,,KU-H-315000,Ceuthomantis smaragdinus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01528740 mm,0.01528740 mm,0.01528740 mm,80 kv,190 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,3/14/17,10:34:42,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13919-24434,KU-H-315000_M13919-24434.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13919,,application/stl,25.66 MB,CT scan of Skull,,KU-H-315000,Ceuthomantis smaragdinus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01528740 mm,0.01528740 mm,0.01528740 mm,80 kv,190 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,3/14/17,10:34:42,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13919-24438,KU-H-315000_M13919-24438.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13919,,,3.65 GB,tomogram stack,,KU-H-315000,Ceuthomantis smaragdinus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01528740 mm,0.01528740 mm,0.01528740 mm,80 kv,190 ¥Ë_a, W,2000,3,No,No,No,1,,Edward Stanley,3/14/17,10:34:42,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M14002-25854,KU-H-311857_M14002-25854.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14002,,application/stl,208.32 MB,,,KU-H-311857,Rhacophorus nigripunctatus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02325094 mm,0.02325094 mm,0.02325094 mm,75 kv,150 ¥Ë_a,112.5 W,1500,3,No,No,No,1,,Edward Stanley,3/21/17,15:55:23,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M14002-25855,KU-H-311857_M14002-25855.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14002,,application/stl,55.4 MB,,,KU-H-311857,Rhacophorus nigripunctatus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02325094 mm,0.02325094 mm,0.02325094 mm,75 kv,150 ¥Ë_a,112.5 W,1500,3,No,No,No,1,,Edward Stanley,3/21/17,15:55:23,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13979-25664,KU-H-321404_M13979-25664.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13979,,application/stl,44.96 MB,STL of skull,,KU-H-321404,Nyctixalus spinosus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03007794 mm,0.03007794 mm,0.03007794 mm,110 kv,180 ¥Ë_a,198 W,1700,3,No,No,No,1,,Edward Stanley,3/21/17,14:27:35,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13979-25665,KU-H-321404_M13979-25665.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13979,,application/stl,47.83 MB,STL of Skeleton,,KU-H-321404,Nyctixalus spinosus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03007794 mm,0.03007794 mm,0.03007794 mm,110 kv,180 ¥Ë_a,198 W,1700,3,No,No,No,1,,Edward Stanley,3/21/17,14:27:35,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13979-25812,KU-H-321404_M13979-25812.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13979,,,277.96 MB,tomogram stack,,KU-H-321404,Nyctixalus spinosus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03007794 mm,0.03007794 mm,0.03007794 mm,110 kv,180 ¥Ë_a,198 W,1700,3,No,No,No,1,,Edward Stanley,3/21/17,14:27:35,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M14000-25843,KU-H-321598_M14000-25843.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14000,,application/stl,52.59 MB,STL of skeleton,,KU-H-321598,Philautus worcesteri,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02846525 mm,0.02846525 mm,0.02846525 mm,110 kv,180 ¥Ë_a,1.98 W,1700,3,No,No,No,1,,Edward Stanley,3/21/17,15:50:37,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M14000-25844,KU-H-321598_M14000-25844.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14000,,application/stl,44.76 MB,STL of Skull,,KU-H-321598,Philautus worcesteri,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02846525 mm,0.02846525 mm,0.02846525 mm,110 kv,180 ¥Ë_a,1.98 W,1700,3,No,No,No,1,,Edward Stanley,3/21/17,15:50:37,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13999-25813,KU-H-321696_M13999-25813.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13999,,application/stl,30.74 MB,STL of skeleton,,KU-H-321696,Philautus surdus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02264220 mm,0.02264220 mm,0.02264220 mm,75 kv,150 ¥Ë_a,112.5 W,1500,3,No,No,No,1,,Edward Stanley,3/21/17,15:48:32,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
M13999-25814,KU-H-321696_M13999-25814.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/13999,,application/stl,27.17 MB,STL of Skull,,KU-H-321696,Philautus surdus,University of Kansas Natural History Museum,CT scan of skeleton and skull,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.02264220 mm,0.02264220 mm,0.02264220 mm,75 kv,150 ¥Ë_a,112.5 W,1500,3,No,No,No,1,,Edward Stanley,3/21/17,15:48:32,University of Florida,University of Kansas Natural History Museum,CC-BY-NC,
