media,downloaded file name,public url,doi,file type,file size,title,notes,specimen,specimen taxonomy,insitution,description/element,side,locality,relative age,absolute age,description/element updated,facility,scanner type,x res,y res,z res,voltage,amperage,watts,projections,frame averaging,wedge,shading correction,flux normalization,geometric callibration,calibration description,technicians,date uploaded,time uploaded,grant support,copyright holder,copyright license,citation instruction statement (to be copy-pasted into acknolwedgements)
M12131-19821,CES-F-1283_M12131-19821.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12131,,derivative file; application/stl,14.31 MB,STL of skeleton,,CES-F-1283,Raorchestes primarrumpfi,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.03603019 mm,0.03603019 mm,0.03603019 mm,65 kv,250 ¥Ë_a,16.25 W,1000,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,14:32:23,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12128-19684,CES-F-1647_M12128-19684.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12128,,,260.39 MB,tomogram stack,,CES-F-1647,Micrixalus adonis,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.04436273 mm,0.04436273 mm,0.04436273 mm,60 kv,250 ¥Ë_a,15 W,1000,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,14:07:10,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12128-19816,CES-F-1647_M12128-19816.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12128,,derivative file; application/stl,18.84 MB,STL of skeleton,,CES-F-1647,Micrixalus adonis,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.04436273 mm,0.04436273 mm,0.04436273 mm,60 kv,250 ¥Ë_a,15 W,1000,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,14:07:10,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12125-19681,CES-F-1807_M12125-19681.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12125,,derivative file; ,357.34 MB,tomogram stack,,CES-F-1807,Melanobatrachus indicus,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,Not Applicable,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05133260 mm,0.05133260 mm,0.05133260 mm,60 kv,250 ¥Ë_a,15 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,13:47:44,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12125-19810,CES-F-1807_M12125-19810.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12125,,derivative file; application/stl,13.41 MB,STL of skeleton,,CES-F-1807,Melanobatrachus indicus,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,Not Applicable,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05133260 mm,0.05133260 mm,0.05133260 mm,60 kv,250 ¥Ë_a,15 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,13:47:44,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12145-19722,CES-F-2121_M12145-19722.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12145,,Raw file of group; ,9.17 MB,,This specimen was scanned with CES-F-2124 and the tomogram stack exported from an ROI in VGGStudiomax 2.2,CES-F-2121,Raorchestes manohari,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,21:24:53,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12145-19817,CES-F-2121_M12145-19817.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12145,,derivative file; application/stl,7.54 MB,STL of skeleton,,CES-F-2121,Raorchestes manohari,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,21:24:53,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12144-19721,CES-F-2124_M12144-19721.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12144,,Raw file of group; ,20.87 MB,tomogram stack,Originally scanned with CESF-2121. tomogram stack exported from ROI in Voliumegraphis VGstudioMax 2.2,CES-F-2124,Raorchestes chalazodes,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,20:52:04,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12144-19820,CES-F-2124_M12144-19820.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12144,,derivative file; application/stl,8.8 MB,STL of skeleton,,CES-F-2124,Raorchestes chalazodes,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,20:52:04,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12124-19680,CES-F-648_M12124-19680.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12124,,,427 MB,tomogram stack,,CES-F-648,Indirana phrynoderma,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05049771 mm,0.05049771 mm,0.05049771 mm,70 kv,270 ¥Ë_a,18.9 W,800,3,No,No,No,0,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,13:23:37,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12124-19819,CES-F-648_M12124-19819.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12124,,derivative file; application/stl,27.26 MB,STL of skeleton,,CES-F-648,Indirana phrynoderma,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05049771 mm,0.05049771 mm,0.05049771 mm,70 kv,270 ¥Ë_a,18.9 W,800,3,No,No,No,0,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,13:23:37,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12127-19683,CES-F-775_M12127-19683.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12127,,Raw file of group; ,488.9 MB,tomogram stack,,CES-F-775,Nyctibatrachus aliciae,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,.05049771 mm,.05049771 mm,.05049771 mm,70 kv,270 ¥Ë_a,18.9 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,14:03:42,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12127-19815,CES-F-775_M12127-19815.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12127,,derivative file; application/stl,25.01 MB,STL of skeleton,,CES-F-775,Nyctibatrachus aliciae,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,.05049771 mm,.05049771 mm,.05049771 mm,70 kv,270 ¥Ë_a,18.9 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,14:03:42,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12126-19682,CES-F-878_M12126-19682.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12126,,Raw file of group; ,359.84 MB,DiceCT tomogram stack,,CES-F-878,Nasikabatrachus sahyadrensis,"Center for Ecological Sciences, Bangalore, India",tomogram stack,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.02364428 mm,0.02364428 mm,0.02364428 mm,60 kv,300 ¥Ë_a,18 W,1200,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/18/16,13:55:08,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12149-19726,CES-F-1325_M12149-19726.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12149,,Raw file of group; ,17.89 MB,tomogram stack,,CES-F-1325,Raorchestes resplendens,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,0:42:58,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12149-19826,CES-F-1325_M12149-19826.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12149,,derivative file; application/stl,12.22 MB,STL of skeleton,,CES-F-1325,Raorchestes resplendens,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,0:42:58,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12151-19728,CES-F-1565_M12151-19728.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12151,,Raw file of group; ,313.91 MB,tomogram stack,,CES-F-1565,,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",,0.04931735 mm,0.04931735 mm,0.04931735 mm,60 kv,300 ¥Ë_a,15 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,1:06:39,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12151-19835,CES-F-1565_M12151-19835.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12151,,derivative file; application/stl,17.34 MB,STL of skeleton,,CES-F-1565,,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",,0.04931735 mm,0.04931735 mm,0.04931735 mm,60 kv,300 ¥Ë_a,15 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,1:06:39,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12152-19736,CES-F-203_M12152-19736.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12152,,derivative file; ,1.31 GB,tomogram stack,,CES-F-203,Nasikabatrachus sahyadrensis,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.06844329 mm,0.06844329 mm,0.06844329 mm,80 kv,280 ¥Ë_a,22.4 W,1200,2,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,14:17:27,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12152-19813,CES-F-203_M12152-19813.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12152,,application/stl,137.6 MB,,,CES-F-203,Nasikabatrachus sahyadrensis,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,Not Applicable,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.06844329 mm,0.06844329 mm,0.06844329 mm,80 kv,280 ¥Ë_a,22.4 W,1200,2,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,14:17:27,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12148-19725,CES-F-2185_M12148-19725.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12148,,Raw file of group; ,35.38 MB,tomogram stack,This was scanned with CES-F-1325 and exported as a tomogram stack from an ROI in VGstudioMax 2.1,CES-F-2185,Raorchestes ochlandrae,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,0:39:35,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12148-19824,CES-F-2185_M12148-19824.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12148,,derivative file; application/stl,11.65 MB,STL of skeleton,,CES-F-2185,Raorchestes ochlandrae,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.05934980 mm,0.05934980 mm,0.05934980 mm,60 kv,250 ¥Ë_a,15 W,1100,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,0:39:35,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12150-19727,CES-F-2751_M12150-19727.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12150,,Raw file of group; ,245.17 MB,tomogram stack,,CES-F-2751,,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.03955330 mm,0.03955330 mm,0.03955330 mm,60 kv,300 ¥Ë_a,18 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,1:01:15,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12150-19834,CES-F-2751_M12150-19834.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12150,,derivative file; application/stl,25.02 MB,STL of skeleton,,CES-F-2751,,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.03955330 mm,0.03955330 mm,0.03955330 mm,60 kv,300 ¥Ë_a,18 W,900,3,No,No,No,1,,"Guido Erbach, Vikash Behari and SP Vijayakumar & Edward Stanley,",11/19/16,1:01:15,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12185-19837,CES-F-877_M12185-19837.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12185,,derivative file; application/stl,35.61 MB,STL of skeleton,,CES-F-877,Nasikabatrachus sahyadrensis,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.02681609 mm,0.02681609 mm,0.02681609 mm,65 kv,250 ¥Ë_a,16.25 W,,,No,No,No,1,,"Edward Stanley, SP Vijayakumar",11/22/16,14:19:20,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M12185-19838,CES-F-877_M12185-19838.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/12185,,Raw file of group; ,393.33 MB,tomogram stack,,CES-F-877,Nasikabatrachus sahyadrensis,"Center for Ecological Sciences, Bangalore, India",CT scan of skeleton and skull,,,,,,"GE India Industrial Pvt Ltd, Pune",Phoenix v|tome|x S,0.02681609 mm,0.02681609 mm,0.02681609 mm,65 kv,250 ¥Ë_a,16.25 W,,,No,No,No,1,,"Edward Stanley, SP Vijayakumar",11/22/16,14:19:20,University of Florida,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M21542-41156,CIFS-2898_M21542-41156.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21542,,application/stl,35.28 MB,STL of skeleton,,CIFS-2898,,"Center for Ecological Sciences, Bangalore, India",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.030456 mm,0.030456 mm,0.030456 mm,80 kv, ¥Ë_a,7 W,,,No,No,No,0,,Edward Stanley,2/19/18,9:00:02,,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M21545-41159,CIFS-2899_M21545-41159.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21545,,application/stl,39.42 MB,STL of skeleton,,CIFS-2899,,"Center for Ecological Sciences, Bangalore, India",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.030456 mm,0.030456 mm,0.030456 mm,80 kv, ¥Ë_a,7 W,,,No,No,No,0,,Edward Stanley,2/19/18,9:02:11,,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M21546-41160,CIFS-2899_M21546-41160.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/21546,,application/stl,39.42 MB,STL of skeleton,,CIFS-2899,,"Center for Ecological Sciences, Bangalore, India",Skeleton,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.030456 mm,0.030456 mm,0.030456 mm,80 kv, ¥Ë_a,7 W,,,No,No,No,0,,Edward Stanley,2/19/18,9:02:22,,"Center for Ecological Sciences, Bangalore, India",CC-BY-NC,
M17472-32953,csiro-c2767_M17472-32953.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17472,,,144.33 MB,Halophryne ocellatus - images/ tomogram stack/ log data,,csiro-c2767,Halophryne ocellatus,Commonwealth Scientific and Industrial Research Organization,,,australia,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022493 mm,0.022493 mm,0.022493 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,4:00:49,,Commonwealth Scientific and Industrial Research Organization,CC-BY-NC,
M17567-33103,csiro-c2770_M17567-33103.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17567,,,140.84 MB,Halophryne diemensis - images/ tomogram stack/ log data,,csiro-c2770,Halophryne diemensis,Commonwealth Scientific and Industrial Research Organization,,,australia,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0741 mm,0.0741 mm,0.0741 mm,65 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/8/17,2:41:34,,Commonwealth Scientific and Industrial Research Organization,CC-BY-NC,
M17552-33088,csiro-ca550_M17552-33088.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17552,,,88.93 MB,Batrachomoeus dubius - images/ tomogram stack/ log data,,csiro-ca550,Batrachomoeus dubius,Commonwealth Scientific and Industrial Research Organization,,,australia,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0714 mm,0.0714 mm,0.0714 mm,65 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/8/17,1:28:17,,Commonwealth Scientific and Industrial Research Organization,CC-BY-NC,
M17553-33089,csiro-h4155-01_M17553-33089.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17553,,,23.07 MB,Halophryne diemensis - images/ tomogram stack/ log data,,csiro-h4155-01,Halophryne diemensis,Commonwealth Scientific and Industrial Research Organization,,,australia,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0714 mm,0.0714 mm,0.0714 mm,65 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/8/17,1:38:09,,Commonwealth Scientific and Industrial Research Organization,CC-BY-NC,
M17563-33099,csiro-h4155-01_M17563-33099.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17563,,,140.84 MB,Halophryne diemensis - images/ tomogram stack/ log data,,csiro-h4155-01,Halophryne diemensis,Commonwealth Scientific and Industrial Research Organization,,,australia,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0357 mm,0.0357 mm,0.0357 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/8/17,2:24:15,,Commonwealth Scientific and Industrial Research Organization,CC-BY-NC,
M15845-29447,DIP-L-0826_M15845-29447.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15845,,application/stl,56.1 MB,CT scan of skeleton,,DIP-L-0826,,Dexu Institute of Palaeontology,,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01977988 mm,0.01977988 mm,0.01977988 mm,75 kv,150 ¥Ë_a,11.25 W,2000,3,No,No,No,0,,Edward Stanley,7/21/17,11:00:59,University of Florida,Dexu Institute of Palaeontology,,
M15845-29448,DIP-L-0826_M15845-29448.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15845,,application/stl,21.24 MB,STL of Skull,,DIP-L-0826,,Dexu Institute of Palaeontology,,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.01977988 mm,0.01977988 mm,0.01977988 mm,75 kv,150 ¥Ë_a,11.25 W,2000,3,No,No,No,0,,Edward Stanley,7/21/17,11:00:59,University of Florida,Dexu Institute of Palaeontology,,
M15847-29450,DIP-V-16119_M15847-29450.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15847,,application/stl,80.65 MB,STL of body,,DIP-V-16119,,Dexu Institute of Palaeontology,,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.00860052 mm,0.00860052 mm,0.00860052 mm,75 kv,110 ¥Ë_a,82.5 W,2000,3,No,No,No,0,,Edward Stanley,7/21/17,12:51:11,University of Florida,Dexu Institute of Palaeontology,,
M15848-29451,DIP-V-16121_M15848-29451.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15848,,application/stl,69.46 MB,STL of hand,,DIP-V-16121,,Dexu Institute of Palaeontology,,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.00868539 mm,0.00868539 mm,0.00868539 mm,75 kv,150 ¥Ë_a,11.25 W,2000,,No,No,No,0,,Edward Stanley,7/21/17,13:03:46,University of Florida,Dexu Institute of Palaeontology,,
M15849-29452,DIP-V-16127_M15849-29452.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15849,,application/stl,46.76 MB,STL of arm,,DIP-V-16127,,Dexu Institute of Palaeontology,,,,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.00874929 mm,0.00874929 mm,0.00874929 mm,75 kv,110 ¥Ë_a,82.5 W,2000,3,No,No,No,0,,Edward Stanley,7/21/17,13:10:57,University of Florida,Dexu Institute of Palaeontology,,
M17474-32955,fmnh-fishes-84549_M17474-32955.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17474,,,133.44 MB,Batrachoides gilberti - images/ tomogram stack/ log data,,fmnh-fishes-84549,Batrachoides gilberti,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0303 mm,0.0303 mm,0.0303 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,4:08:51,,Field Museum of Natural History,CC-BY-NC,
M17565-33101,fmnh-fishes-38691_M17565-33101.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17565,,,80.33 MB,Opsanus beta - images/ tomogram stack/ log data,,fmnh-fishes-38691,Opsanus beta,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0714 mm,0.0714 mm,0.0714 mm,65 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/8/17,2:32:14,,Field Museum of Natural History,CC-BY-NC,
M20365-38535,fmnh-fishes-69916_M20365-38535.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20365,,,446.56 MB,tomogram stack,,fmnh-fishes-69916,Myleus asterias,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,12/13/17,11:26:24,,Field Museum of Natural History,CC-BY-NC,
M20366-38536,fmnh-fishes-69916_M20366-38536.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/20366,,,514.9 MB,tomogram stack,,fmnh-fishes-69916,Myleus asterias,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.033 mm,0.033 mm,0.033 mm,70 kv,114 ¥Ë_a, W,,,No,No,No,0,,,12/13/17,11:36:10,,Field Museum of Natural History,CC-BY-NC,
M14189-24953,fmnh-amphibians and reptiles-1580_M14189-24953.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14189,,application/stl,98 MB,CT scan of body,,fmnh-amphibians and reptiles-1580,Adenomus kelaartii,Field Museum of Natural History,CT scan of skeleton and skull,,sri lanka,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03521139 mm,0.03521139 mm,0.03521139 mm,100 kv,120 ¥Ë_a, W,1500,3,No,No,No,1,,Edward Stanley,3/28/17,10:00:41,University of Florida,Field Museum of Natural History,,
M14189-24954,fmnh-amphibians and reptiles-1580_M14189-24954.stl,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14189,,application/stl,19.09 MB,CT scan of Skull,,fmnh-amphibians and reptiles-1580,Adenomus kelaartii,Field Museum of Natural History,CT scan of skeleton and skull,,sri lanka,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03521139 mm,0.03521139 mm,0.03521139 mm,100 kv,120 ¥Ë_a, W,1500,3,No,No,No,1,,Edward Stanley,3/28/17,10:00:41,University of Florida,Field Museum of Natural History,,
M14189-24955,fmnh-amphibians and reptiles-1580_M14189-24955.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/14189,,,2.14 GB,tomogram stack,,fmnh-amphibians and reptiles-1580,Adenomus kelaartii,Field Museum of Natural History,CT scan of skeleton and skull,,sri lanka,,,,"Nanoscale Research Facility, University of Florida",Phoenix VTome|x M,0.03521139 mm,0.03521139 mm,0.03521139 mm,100 kv,120 ¥Ë_a, W,1500,3,No,No,No,1,,Edward Stanley,3/28/17,10:00:41,University of Florida,Field Museum of Natural History,,
M15004-27032,fmnh-fishes-119655_M15004-27032.jpg,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15004,,image/jpeg,205.52 KB,Sternarchorhynchus cramptoni - lateral,,fmnh-fishes-119655,Sternarchorhynchus cramptoni,Field Museum of Natural History,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.042 mm,0.042 mm,0.042 mm,60 kv,133 ¥Ë_a, W,,,No,No,No,0,,,6/14/17,12:58:59,,Field Museum of Natural History,,
